size,instance,baseline_CALNS_AvgObj,Avg Obj,Gap(%),Avg Convergence Iter,Avg Time(s),Best-of-3 Hit Count,best_obj
50,c101,2.927,2.074754513778904,-29.11668897,640.3333333333334,1283.5922184785206,1,2.0779220779220777
50,c201,2.2625,1.6594516594516595,-26.6540703,1182.6666666666667,1518.4110392729442,1,1.7045454545454546
50,r101,1.8258,1.6410709032068256,-10.11770713,936.3333333333334,1166.2498044967651,1,1.6504854368932038
50,rc101,2.0478,1.1842105263157894,-42.17157309,762.3333333333334,719.58398604393,3,1.1842105263157894
