size,instance,baseline_CALNS_AvgObj,Avg Obj,Gap(%),Avg Convergence Iter,Avg Time(s),Best-of-3 Hit Count,best_obj
70,c101,3.457,3.362017655200109,-2.747536731,1461,6440.88505880038,1,3.8372093023255816
70,c201,2.689,2.4791596039614574,-7.803659206,1245,4885.872061173121,1,3.2967032967032965
70,r101,2.765,2.7310253789814346,-1.228738554,1680,6547.973633448283,1,3.442105263157895
70,rc101,2.238,2.3351202116066556,4.339598374,1101.6666666666667,2822.592796007792,1,2.3945578231292517
