size,instance,baseline_CALNS_AvgObj,Avg Obj,Gap(%),Avg Convergence Iter,Avg Time(s),Best-of-3 Hit Count,best_obj
70,c101,3.457,3.4131007278254892,-1.269866132,780.6666666666666,1202.5891227722168,1,3.5353535353535355
70,c201,2.689,2.791747407371342,3.821026678,878,1205.8614894549053,1,3.1914893617021276
70,r101,2.765,1.962716695753345,-29.01567104,873.6666666666666,705.9382085800171,1,2.0866666666666664
70,rc101,2.238,2.3287799564270153,4.056298321,993.6666666666666,923.3984955946604,1,2.47
