Mean_Obj,Obj_std,Best_Obj,Mean_iter_num,Mean_same_num,Mean_insert_weight,Mean_remove_weight,Mean_init_obj,Mean_Time,Solution
1.1984528435181914,0.00777432899334833,1.2080536912751678,15322.2,10001.0,"[7.1577159300261375, 7.25797283815225, 7.287489191446173, 7.259646511715028, 8.5178642258267, 7.876380850821829]","[8.117598629790407, 7.149829881427604, 7.51102281707301, 7.165728614171717, 7.903751892642214]",0.6097560975609756,964.9833093643189,"[[[0, 6, 2, 21], [0, 10, 11, 21]], array([[list([[0, 1, 2], [2, 7, 21]]), list([[0, 1, 2], [2, 7, 21]]),
        list([[0, 1, 2], [2, 7, 21]])],
       [list([[0, 12, 21]]), list([[0, 12, 21]]), list([[0, 12, 21]])]],
      dtype=object)]"
