Mean_Obj,Obj_std,Best_Obj,Mean_iter_num,Mean_same_num,Mean_insert_weight,Mean_remove_weight,Mean_init_obj,Mean_Time,Solution
1.1980731911075362,0.03931160677920307,1.267605633802817,2023.4,1001.0,"[7.330610678510726, 7.460653276801294, 7.482303728438178, 7.3284577382107745, 8.576846575961012, 7.832435695109351]","[8.191547539266029, 7.3050802683588, 7.629934962750629, 7.284301875052141, 7.908114842258091]",0.6382978723404256,44.330217123031616,"[[[0, 10, 13, 9, 8, 16], [0, 5, 2, 7, 4, 16]], array([[list([[10, 6, 16]]), list([[10, 6, 16]]), list([[10, 6, 16]])],
       [list([[0, 1, 7], [7, 3, 16]]), list([[0, 1, 7], [7, 3, 16]]),
        list([])]], dtype=object)]"
