mean_optimal_obj,mean_iter_num,mean_same_num,mean_insert_weight,mean_remove_weight,mean_init_obj,mean_All_Time,obj_std,best_obj,worst_obj,mean_improvement,init_obj_std,init_best_obj,init_worst_obj,obj_list,init_obj_list,solution
2.9568435781270668,1273.6,1001.0,"[7.349676777434551, 7.147668311447272, 7.678147547266116, 7.609546790476339, 8.736538549265607, 8.247749583520243]","[8.417194369454448, 7.110890277540916, 7.9607330441227, 7.057863170733522, 8.436757640757165]",0.8073394495412846,1571.8962530612946,0.20693830467452945,3.168421052631579,2.5714285714285716,2.6624539774528433,1.1102230246251565e-16,0.8073394495412844,0.8073394495412844,[3.01869159 2.93965517 3.16842105 2.57142857 3.08602151],[0.80733945 0.80733945 0.80733945 0.80733945 0.80733945],"[[[[0, 28, 68, 91], [0, 53, 13, 59, 91], [0, 27, 52, 31, 91], [0, 89, 5, 91]], array([[list([[0, 85, 91]]), list([[0, 85, 91]]), list([[0, 48, 91]])],
       [list([[0, 85, 91]]), list([[0, 85, 91]]), list([[0, 48, 91]])],
       [list([[0, 85, 91]]), list([[0, 48, 91]]), list([[0, 48, 91]])],
       [list([[0, 85, 91]]), list([[0, 48, 91]]), list([[0, 37, 91]])]],
      dtype=object)], {(0, 0, 85): 8, (1, 0, 85): 8, (2, 0, 85): 8, (3, 0, 85): 8, (0, 1, 85): 8, (1, 1, 85): 1, (2, 1, 48): 8, (3, 1, 48): 8, (0, 2, 48): 8, (1, 2, 48): 8, (2, 2, 48): 4, (3, 2, 37): 8}]"
