mean_optimal_obj,mean_iter_num,mean_same_num,mean_insert_weight,mean_remove_weight,mean_init_obj,mean_All_Time,obj_std,best_obj,worst_obj,mean_improvement,init_obj_std,init_best_obj,init_worst_obj,obj_list,init_obj_list,solution
2.390214835281106,1928.4,1001.0,"[7.120862475983922, 7.0407404961016224, 7.379086832150423, 7.3751254257129215, 9.11037529053387, 8.162285387303184]","[8.309459650218185, 6.988202804576344, 7.818095770083859, 7.195175811366797, 8.28998715110103]",1.0377358490566038,3282.914434194565,0.19707952624309175,2.6666666666666665,2.2098765432098766,1.3032979321799747,0.0,1.0377358490566038,1.0377358490566038,[2.20987654 2.59223301 2.24025974 2.66666667 2.24203822],[1.03773585 1.03773585 1.03773585 1.03773585 1.03773585],"[[[[0, 55, 2, 4, 81], [0, 53, 12, 11, 81], [0, 10, 9, 81], [0, 68, 70, 6, 81]], array([[list([[0, 78, 81]]), list([]), list([])],
       [list([[0, 69, 81]]), list([[0, 69, 81]]), list([[0, 69, 81]])],
       [list([[0, 69, 10], [10, 78, 81]]),
        list([[10, 13, 9], [0, 78, 81]]),
        list([[10, 13, 9], [0, 78, 81]])],
       [list([[0, 57, 81]]), list([[0, 57, 81]]), list([[0, 57, 81]])]],
      dtype=object)], {(1, 0, 69): 8, (1, 1, 69): 8, (1, 2, 69): 8, (2, 0, 69): 3, (2, 1, 13): 8, (2, 2, 13): 2, (2, 0, 78): 8, (2, 1, 78): 8, (2, 2, 78): 8, (0, 0, 78): 3, (3, 0, 57): 8, (3, 1, 57): 8, (3, 2, 57): 7}]"
