Mean_Obj,Obj_std,Best_Obj,Mean_iter_num,Mean_same_num,Mean_insert_weight,Mean_remove_weight,Mean_init_obj,Mean_Time,Solution
0.9830808821913944,0.05045674869042526,1.0566037735849056,14809.8,10001.0,"[7.196545479987355, 7.210002031376417, 7.6932506179277365, 7.597003250933821, 8.878628499438431, 8.124764897114845]","[8.263622565644585, 7.196880448282511, 7.7140094672909125, 7.563914151910443, 8.300316983503485]",0.34494773519163763,795.6390060901642,"[[[0, 5, 17, 16, 21], [0, 2, 13, 1, 21]], array([[list([[16, 18, 21], [5, 14, 16], [0, 6, 5]]),
        list([[5, 14, 16], [0, 4, 21]]),
        list([[5, 14, 16], [0, 15, 21]])],
       [list([[0, 12, 13], [13, 4, 21]]),
        list([[13, 18, 21], [0, 12, 13]]),
        list([[0, 12, 13], [13, 4, 21]])]], dtype=object)]"
