Mean_Obj,Obj_std,Best_Obj,Mean_iter_num,Mean_same_num,Mean_insert_weight,Mean_remove_weight,Mean_init_obj,Mean_Time,Solution
0.5961246200607903,0.00837591477395465,0.6063829787234043,13418.4,10001.0,"[7.194672908429898, 7.257568728145498, 6.9865024327629754, 7.046182201639917, 8.386949485086289, 7.554378081336333]","[7.751909345741479, 7.191660976238592, 7.313448099296631, 7.1006531059479085, 7.757947476793009]",0.3645320197044335,97.51604108810425,"[[[0, 6, 5, 11], [0, 3, 11]], array([[list([[0, 1, 11]]), list([[0, 1, 11]])],
       [list([[0, 7, 11]]), list([])]], dtype=object)]"
