Mean_Obj,Obj_std,Best_Obj,Mean_iter_num,Mean_same_num,Mean_insert_weight,Mean_remove_weight,Mean_init_obj,Mean_Time,Solution
1.1736685347023552,0.017473073016520627,1.1842105263157894,1374.4,1001.0,"[7.239712141536617, 7.218523370193552, 7.221179278292501, 7.321348447345298, 8.416339583283197, 7.726163518743005]","[8.039025402555115, 7.1655375031804835, 7.297757606113457, 7.117370719205641, 7.933669697524223]",0.9210526315789472,32.35200924873352,"[[[0, 10, 11, 16], [0, 2, 4, 16]], array([[list([[0, 5, 16]]), list([[0, 5, 16]]), list([[0, 5, 16]])],
       [list([[0, 1, 4]]), list([[0, 1, 4]]), list([[0, 1, 4]])]],
      dtype=object)]"
