Mean_Obj,Obj_std,Best_Obj,Mean_iter_num,Mean_same_num,Mean_insert_weight,Mean_remove_weight,Mean_init_obj,Mean_Time,Solution
1.2860510851263487,0.020678811502627376,1.3043478260869565,14257.0,10001.0,"[7.080528172507821, 7.221599736756005, 7.234140100725457, 7.461085465077014, 8.374958485574663, 8.34891576974447]","[8.399042871759773, 7.440936969835377, 7.534658366700926, 7.173801632469011, 7.856554919912066]",0.8,850.8730093479156,"[[[0, 8, 5, 2, 21], [0, 13, 9, 10, 21]], array([[list([[0, 1, 2], [2, 7, 21]]), list([[0, 1, 2], [2, 7, 21]]),
        list([[0, 7, 2]])],
       [list([[0, 17, 13], [13, 18, 21]]),
        list([[0, 17, 13], [13, 18, 21]]),
        list([[0, 17, 13], [13, 18, 21]])]], dtype=object)]"
