mean_optimal_obj,mean_iter_num,mean_same_num,mean_insert_weight,mean_remove_weight,mean_init_obj,mean_All_Time,obj_std,best_obj,worst_obj,mean_improvement,init_obj_std,init_best_obj,init_worst_obj,obj_list,init_obj_list,mean_truck_load,mean_truck_time,mean_drone_load,mean_drone_time,mean_drone_load_full,mean_drone_used,truck_load_list,truck_time_list,sol
2.611940298507463,3013.0,1001.0,"[7.357160015192466, 6.916168002321692, 7.265093397593391, 6.978526612573638, 8.638315979662677, 8.83759969627851]","[8.494306567682289, 7.051318842652118, 7.694010593790249, 7.217163860477884, 7.993448277533551]",0.9965635738831615,1402.9298720359802,0.0,2.611940298507463,2.611940298507463,1.6209469891919714,0.0,0.9965635738831615,0.9965635738831615,[2.6119403],[0.99656357],240.0,132.25,110.0,73.3125,128.0,1.3333333333333333,"[60, 50, 60, 70]","[134.0, 132.0, 129.0, 134.0]","[[[0, 8, 25, 51], [0, 10, 2, 5, 51], [0, 24, 27, 29, 6, 20, 51], [0, 43, 42, 21, 22, 51]], array([[list([[0, 13, 25], [25, 17, 51]]),
        list([[0, 17, 25], [25, 11, 51]]), list([[0, 17, 25]])],
       [list([[10, 1, 5], [0, 13, 51]]), list([[10, 1, 5], [0, 13, 51]]),
        list([[0, 13, 5], [5, 11, 51]])],
       [list([[0, 33, 20]]), list([[0, 33, 20]]), list([[0, 33, 20]])],
       [list([[0, 33, 22]]), list([[0, 33, 22]]), list([])]], dtype=object)]"
