Mean_Obj,Obj_std,Best_Obj,Mean_iter_num,Mean_same_num,Mean_insert_weight,Mean_remove_weight,Mean_init_obj,Mean_Time,Solution
1.010126582278481,0.005063291139240533,1.0126582278481013,21042.4,10001.0,"[6.793872083384949, 6.873443991880618, 6.276586599296181, 6.280857991704716, 7.026560490537777, 7.15829465558693]","[6.868956280314185, 6.667960326523063, 6.8393508155089675, 6.528730070215983, 6.815219700336165]",0.7954545454545454,87.74663934707641,"[[[0, 8, 11], [0, 7, 3, 11]], array([[list([[8, 5, 11], [0, 10, 8]]), list([[8, 5, 11], [0, 4, 8]])],
       [list([[3, 4, 11], [0, 10, 7]]), list([])]], dtype=object)]"
