mean_optimal_obj,mean_iter_num,mean_same_num,mean_insert_weight,mean_remove_weight,mean_init_obj,mean_All_Time,obj_std,best_obj,worst_obj,mean_improvement,init_obj_std,init_best_obj,init_worst_obj,obj_list,init_obj_list,mean_truck_load,mean_truck_time,mean_drone_load,mean_drone_time,mean_drone_load_full,mean_drone_used,truck_load_list,truck_time_list,sol
2.0689655172413794,2295.0,1001.0,"[6.891630900298901, 6.992115334825463, 7.451135587550806, 7.419847074291754, 8.682133278239766, 8.452586998950665]","[8.408885277885984, 7.2080221887256855, 7.499279125688359, 7.396910497643795, 8.409273216506984]",0.9797297297297297,1380.3366405963898,0.0,2.0689655172413794,2.0689655172413794,1.1117717003567182,0.0,0.9797297297297297,0.9797297297297297,[2.06896552],[0.97972973],280.0,171.0,80.0,53.69230769230769,104.0,1.0833333333333333,"[70, 60, 60, 90]","[164.0, 174.0, 174.0, 172.0]","[[[0, 12, 14, 11, 51], [0, 3, 45, 4, 51], [0, 2, 8, 6, 51], [0, 22, 19, 20, 51]], array([[list([[12, 9, 11]]), list([[12, 9, 11]]), list([[0, 9, 12]])],
       [list([[45, 5, 51], [0, 1, 45]]), list([[45, 5, 51], [0, 1, 45]]),
        list([[0, 1, 45]])],
       [list([[0, 5, 8], [8, 7, 6]]), list([[0, 5, 8], [8, 7, 6]]),
        list([[0, 7, 2]])],
       [list([]), list([]), list([])]], dtype=object)]"
