mean_optimal_obj,mean_iter_num,mean_same_num,mean_insert_weight,mean_remove_weight,mean_init_obj,mean_All_Time,obj_std,best_obj,worst_obj,mean_improvement,init_obj_std,init_best_obj,init_worst_obj,obj_list,init_obj_list,solution
3.5308739182425115,1993.4,1001.0,"[7.466275247450218, 7.1756857861927354, 6.925016557759319, 6.948374084647467, 8.654395731964904, 8.572454289256445]","[8.115981895364254, 7.105427627265423, 7.895731673344909, 6.981819935501247, 8.145012334763607]",1.2955465587044535,6805.389449167252,0.08353314276447724,3.617021276595745,3.4065934065934065,1.7253933056434383,0.0,1.2955465587044535,1.2955465587044535,[3.61702128 3.61702128 3.40659341 3.5483871  3.46534653],[1.29554656 1.29554656 1.29554656 1.29554656 1.29554656],"[[[[0, 8, 21, 91], [0, 75, 2, 5, 91], [0, 62, 63, 91], [0, 67, 74, 66, 69, 91]], array([[list([[0, 25, 21], [21, 22, 91]]),
        list([[0, 25, 21], [21, 22, 91]]),
        list([[0, 25, 21], [21, 20, 91]])],
       [list([[0, 88, 91]]), list([[0, 88, 91]]), list([[0, 88, 91]])],
       [list([[0, 25, 91]]), list([[0, 25, 91]]), list([[0, 20, 91]])],
       [list([[0, 88, 91]]), list([[0, 22, 91]]), list([])]], dtype=object)], {(0, 0, 25): 8, (0, 1, 25): 8, (0, 2, 25): 8, (2, 0, 25): 8, (2, 1, 25): 8, (0, 2, 20): 8, (2, 2, 20): 2, (1, 0, 88): 8, (1, 1, 88): 8, (1, 2, 88): 8, (3, 0, 88): 6, (0, 0, 22): 8, (0, 1, 22): 8, (3, 1, 22): 4}]"
